"id";"word";"transcriptionUs";"transcriptionUk";"soundUsPath";"soundUkPath";"translates"
"568";"morning";"|ˈmɔːrnɪŋ|";"|ˈmɔːnɪŋ|";"./sound/us/morning.mp3";"./sound/uk/morning.mp3";"утро, утренняя заря, начало, утренний"
"569";"most";"|məʊst|";"|məʊst|";"./sound/us/most.mp3";"./sound/uk/most.mp3";"большинство, наиболее, самый, многие, наибольший"
"570";"mother";"|ˈmʌðər|";"|ˈmʌðə|";"./sound/us/mother.mp3";"./sound/uk/mother.mp3";"мать, мама, матушка, мамаша, начало, источник, быть матерью, родить, лелеять, охранять"
"571";"mother-in-law";"|ˈmʌðərɪnlɔː|";"|ˈmʌðərɪnlɔː|";"./sound/us/mother-in-law.mp3";"./sound/uk/mother-in-law.mp3";"теща, свекровь"
"572";"movement";"|ˈmuːvmənt|";"|ˈmuːvm(ə)nt|";"./sound/us/movement.mp3";"./sound/uk/movement.mp3";"движение, перемещение, передвижение, механизм, ход, изменение, динамика, переселение"
"573";"much";"|mʌtʃ|";"|mʌtʃ|";"./sound/us/much.mp3";"./sound/uk/much.mp3";"много, гораздо, значительно, очень, почти, многое"
"574";"mum";"|mʌm|";"|mʌm|";"./sound/us/mum.mp3";"./sound/uk/mum.mp3";"мама, молчание, крепкое пиво, молчаливый"
"575";"music";"|ˈmjuːzɪk|";"|ˈmjuːzɪk|";"./sound/us/music.mp3";"./sound/uk/music.mp3";"музыка, ноты, музыкальное произведение, оркестр, хор"
"576";"musical";"|ˈmjuːzɪkl|";"|ˈmjuːzɪk(ə)l|";"./sound/us/musical.mp3";"./sound/uk/musical.mp3";"музыкальный, мелодичный, мюзикл, музыкальный фильм"
"577";"musician";"|mjʊˈzɪʃn|";"|mjuːˈzɪʃ(ə)n|";"./sound/us/musician.mp3";"./sound/uk/musician.mp3";"музыкант, композитор, вокалист, оркестрант, музыкант-исполнитель"
"578";"my";"|maɪ|";"|maɪ|";"./sound/us/my.mp3";"./sound/uk/my.mp3";"мой, моя, мое, мои, свой, свое, принадлежащий мне"
"579";"name";"|neɪm|";"|neɪm|";"./sound/us/name.mp3";"./sound/uk/name.mp3";"назвать, называть, указывать, назначать, имя, название, наименование, фамилия"
"580";"nation";"|ˈneɪʃn|";"|ˈneɪʃ(ə)n|";"./sound/us/nation.mp3";"./sound/uk/nation.mp3";"нация, народ, страна, государство, народность, землячество"
"581";"nationality";"|ˌnæʃəˈnælətɪ|";"|næʃəˈnælɪtɪ|";"./sound/us/nationality.mp3";"./sound/uk/nationality.mp3";"национальность, гражданство, национальная принадлежность, подданство, нация"
"582";"near";"|nɪr|";"|nɪə|";"./sound/us/near.mp3";"./sound/uk/near.mp3";"около, недалеко, близ, около, возле, у, близ, к, ближний, ближайший, приближаться"
"583";"necessary";"|ˈnesəserɪ|";"|ˈnesəs(ə)rɪ|";"./sound/us/necessary.mp3";"./sound/uk/necessary.mp3";"необходимый, нужный, неизбежный, необходимое, деньги, уборная"
"584";"need";"|niːd|";"|niːd|";"./sound/us/need.mp3";"./sound/uk/need.mp3";"необходимость, потребность, нужда, нуждаться, требоваться"
"585";"negative";"|ˈneɡətɪv|";"|ˈneɡətɪv|";"./sound/us/negative.mp3";"./sound/uk/negative.mp3";"отрицательный, негативный, негатив, отрицание, отрицать, нейтрализовать"
"586";"nephew";"|ˈnefjuː|";"|ˈnefjuː|";"./sound/us/nephew.mp3";"./sound/uk/nephew.mp3";"племянник"
"587";"never";"|ˈnevər|";"|ˈnevə(r)|";"./sound/us/never.mp3";"./sound/uk/never.mp3";"никогда, ни разу, вовек, конечно, нет, не может быть"
"588";"new";"|nuː|";"|njuː|";"./sound/us/new.mp3";"./sound/uk/new.mp3";"новейший, новый, недавний, новое, недавно, заново, только что"
"589";"news";"|nuːz|";"|njuːz|";"./sound/us/news.mp3";"./sound/uk/news.mp3";"новости, новость, известие, известия, весть, сообщение"
"590";"newspaper";"|ˈnuːzpeɪpər|";"|ˈnjuːzpeɪpə|";"./sound/us/newspaper.mp3";"./sound/uk/newspaper.mp3";"газета, газетный"
"591";"next";"|nekst|";"|nekst|";"./sound/us/next.mp3";"./sound/uk/next.mp3";"следующий, ближайший, рядом, дальше, затем, около, рядом, около"
"592";"nice";"|naɪs|";"|naɪs|";"./sound/us/nice.mp3";"./sound/uk/nice.mp3";"хороший, приятный, милый, красивый, славный, добрый, любезный, вкусный, элегантный"
"593";"niece";"|niːs|";"|niːs|";"./sound/us/niece.mp3";"./sound/uk/niece.mp3";"племянница"
"594";"night";"|naɪt|";"|naɪt|";"./sound/us/night.mp3";"./sound/uk/night.mp3";"ночь, вечер, мрак, темнота, ночной, вечерний"
"595";"no";"|nəʊ|";"|nəʊ|";"./sound/us/no.mp3";"./sound/uk/no.mp3";"нет, не, никакой, нисколько не, отказ, отрицание"
"596";"normal";"|ˈnɔːrml|";"|ˈnɔːm(ə)l|";"./sound/us/normal.mp3";"./sound/uk/normal.mp3";"нормальный, обычный, стандартный, нормаль, нормальное состояние"
"597";"north";"|nɔːrθ|";"|nɔːθ|";"./sound/us/north.mp3";"./sound/uk/north.mp3";"север, норд, к северу, на север, северный"
"598";"not";"|nɑːt|";"|nɒt|";"./sound/us/not.mp3";"./sound/uk/not.mp3";"не, нет, ни"
"599";"notebook";"|ˈnəʊtbʊk|";"|ˈnəʊtbʊk|";"./sound/us/notebook.mp3";"./sound/uk/notebook.mp3";"блокнот, тетрадь, записная книжка"
"600";"november";"|nəʊˈvembər|";"|nə(ʊ)ˈvembə|";"./sound/us/november.mp3";"./sound/uk/november.mp3";"ноябрь, ноябрьский"
"601";"now";"|naʊ|";"|naʊ|";"./sound/us/now.mp3";"./sound/uk/now.mp3";"сейчас, теперь, настоящее время, раз, когда"
"602";"number";"|ˈnʌmbər|";"|ˈnʌmbə|";"./sound/us/number.mp3";"./sound/uk/number.mp3";"число, номер, количество, цифра, сумма, числиться, нумеровать, насчитывать"
"603";"nurse";"|nɜːrs|";"|nɜːs|";"./sound/us/nurse.mp3";"./sound/uk/nurse.mp3";"медсестра, няня, медицинская сестра, кормить, нянчить, ухаживать"
"604";"occupation";"|ˌɑːkjʊˈpeɪʃn|";"|ɒkjʊˈpeɪʃ(ə)n|";"./sound/us/occupation.mp3";"./sound/uk/occupation.mp3";"оккупация, занятие, занятость, профессия, оккупационный"
"605";"o'clock";"|əˈklɑːk|";"|əˈklɒk|";"./sound/us/o'clock.mp3";"./sound/uk/o'clock.mp3";"час, на часах, по часам"
"606";"october";"|ɑːkˈtəʊbər|";"|ɒkˈtəʊbə|";"./sound/us/october.mp3";"./sound/uk/october.mp3";"октябрь, октябрьский"
"607";"of";"|ʌv|";"|əv|";"./sound/us/of.mp3";"./sound/uk/of.mp3";"из, от, о, об, для"
"608";"off";"|ɔːf|";"|ɒf|";"./sound/us/off.mp3";"./sound/uk/off.mp3";"от, с, у, выключено, вон, выключенный, прекращать"
"609";"offer";"|ˈɔːfər|";"|ˈɒfə|";"./sound/us/offer.mp3";"./sound/uk/offer.mp3";"предложение, предложение цены, попытка, предлагать, возносить, выдвинуть"
"610";"office";"|ˈɔːfɪs|";"|ˈɒfɪs|";"./sound/us/office.mp3";"./sound/uk/office.mp3";"офис, служба, должность, бюро, управление, пост, контора, ведомство, канцелярия"
"611";"officer";"|ˈɔːfɪsər|";"|ˈɒfɪsə|";"./sound/us/officer.mp3";"./sound/uk/officer.mp3";"офицер, должностное лицо, чиновник, командовать"
"612";"often";"|ˈɔːfn|";"|ˈɒf(ə)n|";"./sound/us/often.mp3";"./sound/uk/often.mp3";"часто, зачастую, много раз"
"613";"oh";"|əʊ|";"|əʊ|";"./sound/us/oh.mp3";"./sound/uk/oh.mp3";"ой"
"614";"old";"|əʊld|";"|əʊld|";"./sound/us/old.mp3";"./sound/uk/old.mp3";"старый, старинный, прежний, бывший, давний, старики, прошлое"
"615";"older";"|ˈəʊldə|";"|ˈəʊldə|";"./sound/us/older.mp3";"./sound/uk/older.mp3";"старший, старинный, бывший, давнишний, выдержанный, долго использовавшийся"
"616";"on";"|ɑːn|";"|ɒn|";"./sound/us/on.mp3";"./sound/uk/on.mp3";"на, по, о, в, об, согласно, левая сторона"
"617";"once";"|wʌns|";"|wʌns|";"./sound/us/once.mp3";"./sound/uk/once.mp3";"раз, один раз, один раз, как только, прежний, тогдашний"
"618";"online";"|ˌɑːnˈlaɪn|";"|ɒnˈlaɪn|";"./sound/us/online.mp3";"./sound/uk/online.mp3";"онлайн, подключённый, в интернете, в онлайне, в подключённом режиме"
"619";"only";"|ˈəʊnlɪ|";"|ˈəʊnlɪ|";"./sound/us/only.mp3";"./sound/uk/only.mp3";"только, лишь, всего, только, но, единственный"
"620";"open";"|ˈəʊpən|";"|ˈəʊpən|";"./sound/us/open.mp3";"./sound/uk/open.mp3";"открытый, раскрывшийся, открыть, открываться, открытое пространство"
"621";"opera";"|ˈɑːprə|";"|ˈɒp(ə)rə|";"./sound/us/opera.mp3";"./sound/uk/opera.mp3";"опера, оперное искусство"
"622";"operation";"|ˌɑːpəˈreɪʃn|";"|ɒpəˈreɪʃ(ə)n|";"./sound/us/operation.mp3";"./sound/uk/operation.mp3";"операция, работа, эксплуатация, действие, управление, процесс, оператор, команда"
"623";"opinion";"|əˈpɪnjən|";"|əˈpɪnjən|";"./sound/us/opinion.mp3";"./sound/uk/opinion.mp3";"мнение, взгляд, убеждение, воззрение, заключение специалиста, судебное решение"
"624";"opposite";"|ˈɑːpəzət|";"|ˈɒpəzɪt|";"./sound/us/opposite.mp3";"./sound/uk/opposite.mp3";"напротив, напротив, против, на, противоположный, противоположность"
"625";"or";"|ɔːr|";"|ɔː|";"./sound/us/or.mp3";"./sound/uk/or.mp3";"или, либо, дизъюнкция, желтый цвет, золотой цвет"
"626";"orange";"|ˈɔːrɪndʒ|";"|ˈɒrɪn(d)ʒ|";"./sound/us/orange.mp3";"./sound/uk/orange.mp3";"оранжевый, апельсиновый, апельсинный, апельсин, оранжевый цвет"
"627";"orchestra";"|ˈɔːrkɪstrə|";"|ˈɔːkɪstrə|";"./sound/us/orchestra.mp3";"./sound/uk/orchestra.mp3";"оркестр, партер, место для оркестра или хора"
"628";"order";"|ˈɔːrdər|";"|ˈɔːdə|";"./sound/us/order.mp3";"./sound/uk/order.mp3";"заказ, порядок, приказ, распоряжение, ордер, заказывать, приказывать, упорядочивать"
"629";"organization";"|ˌɔːrɡənəˈzeɪʃn|";"|ɔːɡ(ə)naɪˈzeɪʃ(ə)n|";"./sound/us/organization.mp3";"./sound/uk/organization.mp3";"организация, структура, формирование, организационный"
"630";"originally";"|əˈrɪdʒənəlɪ|";"|əˈrɪdʒɪn(ə)lɪ|";"./sound/us/originally.mp3";"./sound/uk/originally.mp3";"первоначально, оригинально, по происхождению"
"631";"other";"|ˈʌðər|";"|ˈʌðə|";"./sound/us/other.mp3";"./sound/uk/other.mp3";"другой, остальные, иной, другой, иначе"
"632";"our";"|ˈaʊər|";"|ˈaʊə|";"./sound/us/our.mp3";"./sound/uk/our.mp3";"наш, наша, наше, наши, свое"
"633";"out";"|aʊt|";"|aʊt|";"./sound/us/out.mp3";"./sound/uk/out.mp3";"из, вне, за, вне, наружу, выход, аут, наружный, изгнать"
"634";"outside";"|ˌaʊtˈsaɪd|";"|ˌaʊtˈsaɪd|";"./sound/us/outside.mp3";"./sound/uk/outside.mp3";"вне, снаружи, наружу, вне, за пределами, внешний, наружный, наружность"
"635";"over";"|ˈəʊvər|";"|ˈəʊvə|";"./sound/us/over.mp3";"./sound/uk/over.mp3";"больше, за, над, на, по, чрезмерный, чрезмерно, свыше, излишек, перелет"
"636";"overtime";"|ˈəʊvərtaɪm|";"|ˈəʊvətaɪm|";"./sound/us/overtime.mp3";"./sound/uk/overtime.mp3";"сверхурочный, сверхурочно, передержать"
"637";"overview";"|ˈəʊvərvjuː|";"|ˈəʊvəvjuː|";"./sound/us/overview.mp3";"./sound/uk/overview.mp3";"беглый обзор, обзор"
"638";"own";"|əʊn|";"|əʊn|";"./sound/us/own.mp3";"./sound/uk/own.mp3";"собственный, собственность, владеть, иметь, свой"
"639";"page";"|peɪdʒ|";"|peɪdʒ|";"./sound/us/page.mp3";"./sound/uk/page.mp3";"страница, полоса, паж, яркое событие, нумеровать страницы"
"640";"pair";"|per|";"|peə|";"./sound/us/pair.mp3";"./sound/uk/pair.mp3";"пара, чета, партнеры, парный, спаривать, спариваться"
"641";"paper";"|ˈpeɪpər|";"|ˈpeɪpə|";"./sound/us/paper.mp3";"./sound/uk/paper.mp3";"бумага, документ, статья, бумажный, газетный, завертывать в бумагу"
"642";"paragraph";"|ˈpærəɡræf|";"|ˈpærəɡrɑːf|";"./sound/us/paragraph.mp3";"./sound/uk/paragraph.mp3";"пункт, параграф, абзац, газетная заметка, разделять на абзацы"
"643";"parents";"|ˈperənts|";"|ˈpeərənts|";"./sound/us/parents.mp3";"./sound/uk/parents.mp3";"родители"
"644";"park";"|pɑːrk|";"|pɑːk|";"./sound/us/park.mp3";"./sound/uk/park.mp3";"парк, заповедник, парковать, оставлять"
"645";"part";"|pɑːrt|";"|pɑːt|";"./sound/us/part.mp3";"./sound/uk/part.mp3";"частью, частично, отчасти, часть, сторона, роль, деталь, разнимать, расставаться"
"646";"partner";"|ˈpɑːrtnər|";"|ˈpɑːtnə|";"./sound/us/partner.mp3";"./sound/uk/partner.mp3";"партнер, соучастник, напарник, супруг, быть партнером, ставить в пару"
"647";"passenger";"|ˈpæsɪndʒər|";"|ˈpæsɪndʒə|";"./sound/us/passenger.mp3";"./sound/uk/passenger.mp3";"пассажир, седок, слабый игрок спортивной команды, неспособный член"
"648";"past";"|pæst|";"|pɑːst|";"./sound/us/past.mp3";"./sound/uk/past.mp3";"прошлый, прошедший, прошлое, прошедшее, мимо, после, мимо, за, после, сверх"
"649";"pasta";"|ˈpɑːstə|";"|ˈpastə|";"./sound/us/pasta.mp3";"./sound/uk/pasta.mp3";"макароны, макаронные изделия"
"650";"pen";"|pen|";"|pen|";"./sound/us/pen.mp3";"./sound/uk/pen.mp3";"перо, ручка, авторучка, писатель, сочинять, запирать, заключать, загонять"
"651";"pencil";"|ˈpensl|";"|ˈpens(ə)l|";"./sound/us/pencil.mp3";"./sound/uk/pencil.mp3";"карандаш, кисть, манера, стиль, рисовать, рисовать карандашом"
"652";"peninsula";"|pəˈnɪnsələ|";"|pɪˈnɪnsjʊlə|";"./sound/us/peninsula.mp3";"./sound/uk/peninsula.mp3";"полуостров"
"653";"people";"|ˈpiːpl|";"|ˈpiːp(ə)l|";"./sound/us/people.mp3";"./sound/uk/people.mp3";"люди, народ, население, жители, нация, населять, заселять, расти"
"654";"percussion";"|pərˈkʌʃn|";"|pəˈkʌʃ(ə)n|";"./sound/us/percussion.mp3";"./sound/uk/percussion.mp3";"ударный, взрывной, перкуссия, удар, ударные инструменты"
"655";"perfect";"|ˈpɜːrfɪkt|";"|ˈpɜːfɪkt|";"./sound/us/perfect.mp3";"./sound/uk/perfect.mp3";"совершенствовать, идеальный, совершенный, перфект"
"656";"person";"|ˈpɜːrsn|";"|ˈpɜːsn|";"./sound/us/person.mp3";"./sound/uk/person.mp3";"человек, лицо, личность, особа, особь, персонаж, субъект, юридическое лицо, внешность"
"657";"personal";"|ˈpɜːrsənl|";"|ˈpɜːs(ə)n(ə)l|";"./sound/us/personal.mp3";"./sound/uk/personal.mp3";"личный, персональный, субъективный, светская хроника в газете"
"658";"phone";"|fəʊn|";"|fəʊn|";"./sound/us/phone.mp3";"./sound/uk/phone.mp3";"телефон, фона, звонить по телефону"
"659";"photo";"|ˈfəʊtəʊ|";"|ˈfəʊtəʊ|";"./sound/us/photo.mp3";"./sound/uk/photo.mp3";"фото, фотография, фотографировать"
"660";"photograph";"|ˈfəʊtəɡræf|";"|ˈfəʊtəɡrɑːf|";"./sound/us/photograph.mp3";"./sound/uk/photograph.mp3";"фотография, фотографический снимок, сфотографировать, фотографировать"
"661";"photographer";"|fəˈtɑːɡrəfər|";"|fəˈtɒɡrəfə|";"./sound/us/photographer.mp3";"./sound/uk/photographer.mp3";"фотограф"
"662";"phrase";"|freɪz|";"|freɪz|";"./sound/us/phrase.mp3";"./sound/uk/phrase.mp3";"фраза, выражение, оборот, язык, стиль, фразировать, выражать, выражать словами"
"663";"physical";"|ˈfɪzɪkl|";"|ˈfɪzɪk(ə)l|";"./sound/us/physical.mp3";"./sound/uk/physical.mp3";"физический, материальный, телесный, медосмотр, медицинский осмотр"
"664";"piano";"|pɪˈænəʊ|";"|pɪˈænəʊ|";"./sound/us/piano.mp3";"./sound/uk/piano.mp3";"пианино, фортепьяно, рояль, фортепьянный, пиано"
"665";"picture";"|ˈpɪktʃər|";"|ˈpɪktʃə|";"./sound/us/picture.mp3";"./sound/uk/picture.mp3";"картина, изображение, картинка, рисунок, изобразить, представлять себе"
"666";"pilot";"|ˈpaɪlət|";"|ˈpaɪlət|";"./sound/us/pilot.mp3";"./sound/uk/pilot.mp3";"пилот, летчик, лоцман, контрольный, пробный, пилотировать, вести"
"667";"pink";"|pɪŋk|";"|pɪŋk|";"./sound/us/pink.mp3";"./sound/uk/pink.mp3";"розовый, либеральничающий, пинка, розовый цвет, розоветь, прокалывать"
"668";"place";"|pleɪs|";"|pleɪs|";"./sound/us/place.mp3";"./sound/uk/place.mp3";"место, местечко, положение, город, площадь, размещать, ставить, помещать, помещаться"
"669";"plan";"|plæn|";"|plæn|";"./sound/us/plan.mp3";"./sound/uk/plan.mp3";"план, намерение, проект, замысел, схема, планировать, строить планы"
"670";"play";"|pleɪ|";"|pleɪ|";"./sound/us/play.mp3";"./sound/uk/play.mp3";"играть, исполнять, разыгрывать, игра, пьеса, спектакль, зазор, действие, люфт"
"671";"playing";"|ˈpleɪɪŋ|";"|ˈpleɪɪŋ|";"./sound/us/playing.mp3";"./sound/uk/playing.mp3";"игральный"
"672";"please";"|pliːz|";"|pliːz|";"./sound/us/please.mp3";"./sound/uk/please.mp3";"пожалуйста, радовать, нравиться, угождать, доставлять удовольствие, соблаговолить, изволить"
"673";"plural";"|ˈplʊrəl|";"|ˈplʊər(ə)l|";"./sound/us/plural.mp3";"./sound/uk/plural.mp3";"множественный, многочисленный, множественное число"
"674";"police";"|pəˈliːs|";"|pəˈliːs|";"./sound/us/police.mp3";"./sound/uk/police.mp3";"полиция, полицейский, полицейские силы, охранять, контролировать"
"675";"policeman";"|pəˈliːsmən|";"|pəˈliːsmən|";"./sound/us/policeman.mp3";"./sound/uk/policeman.mp3";"полицейский, полисмен"
"676";"policewoman";"|pəˈliːswʊmən|";"|pəˈliːswʊmən|";"./sound/us/policewoman.mp3";"./sound/uk/policewoman.mp3";"полицейский, сотрудница полиции"
"677";"polite";"|pəˈlaɪt|";"|pəˈlaɪt|";"./sound/us/polite.mp3";"./sound/uk/polite.mp3";"вежливый, учтивый, любезный, обходительный, благовоспитанный, изящный, изысканный"
"678";"poor";"|pʊr|";"|pɔː(r)|";"./sound/us/poor.mp3";"./sound/uk/poor.mp3";"бедный, плохой, низкий, неимущий, бедные, бедняки, беднота, неимущие"
"679";"pop";"|pɑːp|";"|pɒp|";"./sound/us/pop.mp3";"./sound/uk/pop.mp3";"популярный, хлопать, хлопнуть, папа, хлоп, папаша, внезапно, с шумом"
"680";"position";"|pəˈzɪʃn|";"|pəˈzɪʃ(ə)n|";"./sound/us/position.mp3";"./sound/uk/position.mp3";"позиция, положение, должность, место, помещать, ставить"
"681";"positive";"|ˈpɑːzətɪv|";"|ˈpɒzɪtɪv|";"./sound/us/positive.mp3";"./sound/uk/positive.mp3";"положительный, позитивный, уверенный, позитив, положительная степень"
"682";"possession";"|pəˈzeʃn|";"|pəˈzeʃ(ə)n|";"./sound/us/possession.mp3";"./sound/uk/possession.mp3";"владение, обладание, одержимость, зависимая территория"
"683";"possessive";"|pəˈzesɪv|";"|pəˈzesɪv|";"./sound/us/possessive.mp3";"./sound/uk/possessive.mp3";"притяжательный, собственнический, притяжательный падеж"
"684";"possible";"|ˈpɑːsəbl|";"|ˈpɒsɪb(ə)l|";"./sound/us/possible.mp3";"./sound/uk/possible.mp3";"возможный, вероятный, сносный, терпимый, возможное, возможный кандидат"
"685";"post";"|pəʊst|";"|pəʊst|";"./sound/us/post.mp3";"./sound/uk/post.mp3";"пост, должность, после, почтой, вывешивать, почтовый"
"686";"postcode";"|ˈpəʊstkəʊd|";"|ˈpəʊs(t)kəʊd|";"./sound/us/postcode.mp3";"./sound/uk/postcode.mp3";"почтовый индекс,"
"687";"posting";"|ˈpəʊstɪŋ|";"|ˈpəʊstɪŋ|";"./sound/us/posting.mp3";"./sound/uk/posting.mp3";"оприходование"
"688";"potato";"|pəˈteɪtəʊ|";"|pəˈteɪtəʊ|";"./sound/us/potato.mp3";"./sound/uk/potato.mp3";"картофель, картошка, картофелина, дырка, картофельный"
"689";"practical";"|ˈpræktɪkl|";"|ˈpræktɪk(ə)l|";"./sound/us/practical.mp3";"./sound/uk/practical.mp3";"практический, практичный, удобный, реальный, фактический, полезный, целесообразный"
"690";"practice";"|ˈpræktɪs|";"|ˈpræktɪs|";"./sound/us/practice.mp3";"./sound/uk/practice.mp3";"практика, опыт, тренировка, практиковать, практический, учебный"
"691";"prefer";"|prɪˈfɜːr|";"|prɪˈfɜː|";"./sound/us/prefer.mp3";"./sound/uk/prefer.mp3";"предпочитать, выдвигать, представлять, предпочтительный"
"692";"premiere";"|prɪˈmɪr|";"|ˈpremɪeə|";"./sound/us/premiere.mp3";"./sound/uk/premiere.mp3";"премьера, прима, первый, ведущий, давать премьеру"
"693";"preposition";"|ˌprepəˈzɪʃn|";"|ˌprepəˈzɪʃ(ə)n|";"./sound/us/preposition.mp3";"./sound/uk/preposition.mp3";"предлог, препозиция, предложный"
"694";"present";"|ˈpreznt|";"|ˈprez(ə)nt|";"./sound/us/present.mp3";"./sound/uk/present.mp3";"настоящий, представлять, настоящее время, налицо"
"695";"press";"|pres|";"|pres|";"./sound/us/press.mp3";"./sound/uk/press.mp3";"пресс, пресса, печать, жим, надавливание, нажимать, давить, настаивать, жать"
"696";"probably";"|ˈprɑːbəblɪ|";"|ˈprɒbəblɪ|";"./sound/us/probably.mp3";"./sound/uk/probably.mp3";"вероятно"
"697";"problem";"|ˈprɑːbləm|";"|ˈprɒbləm|";"./sound/us/problem.mp3";"./sound/uk/problem.mp3";"проблема, задача, вопрос, проблемный"
"698";"professional";"|prəˈfeʃənl|";"|prəˈfeʃ(ə)n(ə)l|";"./sound/us/professional.mp3";"./sound/uk/professional.mp3";"профессиональный, профессионал, спортсмен-профессионал"
"699";"professor";"|prəˈfesər|";"|prəˈfesə|";"./sound/us/professor.mp3";"./sound/uk/professor.mp3";"профессор, преподаватель, исповедующий"
"700";"profile";"|ˈprəʊfaɪl|";"|ˈprəʊfaɪl|";"./sound/us/profile.mp3";"./sound/uk/profile.mp3";"профиль, контур, очертание, профилировать, изображать в профиле"
"701";"program";"|ˈprəʊɡræm|";"|ˈprəʊɡræm|";"./sound/us/program.mp3";"./sound/uk/program.mp3";"программа, план, спектакль, программировать, программный"
"702";"pronounced";"|prəˈnaʊnst|";"|prəˈnaʊnst|";"./sound/us/pronounced.mp3";"./sound/uk/pronounced.mp3";"выраженный, явный, произнесенный, резко выраженный, определенный, ясный, сказанный"
"703";"pronunciation";"|prəˌnʌnsɪˈeɪʃn|";"|prəˌnʌnsɪˈeɪʃ(ə)n|";"./sound/us/pronunciation.mp3";"./sound/uk/pronunciation.mp3";"произношение, выговор, произнесение, фонетическая транскрипция"
"704";"pub";"|pʌb|";"|pʌb|";"./sound/us/pub.mp3";"./sound/uk/pub.mp3";"паб, пивная, трактир, кабак, гостиница"
"705";"public";"|ˈpʌblɪk|";"|ˈpʌblɪk|";"./sound/us/public.mp3";"./sound/uk/public.mp3";"общественный, государственный, общественность, публика, народ, трактир"
"706";"purple";"|ˈpɜːrpl|";"|ˈpɜːp(ə)l|";"./sound/us/purple.mp3";"./sound/uk/purple.mp3";"фиолетовый, пурпурный, пурпур, фиолетовый цвет, багроветь"
"707";"purse";"|pɜːrs|";"|pɜːs|";"./sound/us/purse.mp3";"./sound/uk/purse.mp3";"кошелек, портмоне, сумочка, морщить, морщиться, тучный"
"708";"put";"|pʊt|";"|pʊt|";"./sound/us/put.mp3";"./sound/uk/put.mp3";"класть, ставить, помещать, положенный, толкание, толчок, метание"
"709";"put on";"|ˈpʊt ɑːn|";"|ˈpʊt ɒn|";"./sound/us/put on.mp3";"./sound/uk/put on.mp3";"надевать, ставить, использовать, облекаться, прибавлять, прибавляться, применять"
"710";"qualification";"|ˌkwɑːlɪfɪˈkeɪʃn|";"|ˌkwɒlɪfɪˈkeɪʃ(ə)n|";"./sound/us/qualification.mp3";"./sound/uk/qualification.mp3";"квалификация, ценз, оговорка, определение, уточнение, ограничение, характеристика"
"711";"quarter";"|ˈkwɔːrtər|";"|ˈk(w)ɔːtə|";"./sound/us/quarter.mp3";"./sound/uk/quarter.mp3";"квартал, четверть, квартира, четвертовать, расквартировывать"
"712";"queen";"|kwiːn|";"|kwiːn|";"./sound/us/queen.mp3";"./sound/uk/queen.mp3";"королева, ферзь, царица, дама, богиня, царить, быть королевой, править"
"713";"question";"|ˈkwestʃən|";"|ˈkwestʃ(ə)n|";"./sound/us/question.mp3";"./sound/uk/question.mp3";"вопрос, сомнение, проблема, дело, спрашивать, сомневаться, допрашивать"
"714";"questionnaire";"|ˌkwestʃəˈner|";"|ˌkwestʃəˈneə|";"./sound/us/questionnaire.mp3";"./sound/uk/questionnaire.mp3";"вопросник, анкета"
"715";"queue";"|kjuː|";"|kjuː|";"./sound/us/queue.mp3";"./sound/uk/queue.mp3";"очередь, коса, хвост, косичка, стоять в очереди"
"716";"quiet";"|ˈkwaɪət|";"|ˈkwaɪət|";"./sound/us/quiet.mp3";"./sound/uk/quiet.mp3";"тихий, спокойный, тихо, тайком, успокаивать, покой, спокойствие"
"717";"quite";"|kwaɪt|";"|kwaɪt|";"./sound/us/quite.mp3";"./sound/uk/quite.mp3";"довольно, вполне, совсем, совершенно, очень, полностью, действительно, всецело"
"718";"quiz";"|kwɪz|";"|kwɪz|";"./sound/us/quiz.mp3";"./sound/uk/quiz.mp3";"викторина, опрос, экзамен, насмешник, шутка, насмехаться, подшучивать"
"719";"radio";"|ˈreɪdɪəʊ|";"|ˈreɪdɪəʊ|";"./sound/us/radio.mp3";"./sound/uk/radio.mp3";"радио, радиоприемник, радиовещание, радировать, передавать по радио"
"720";"rain";"|reɪn|";"|reɪn|";"./sound/us/rain.mp3";"./sound/uk/rain.mp3";"дождь, град, поток, потоки, дождевой, литься, лить, сыпаться"
"721";"reach";"|riːtʃ|";"|riːtʃ|";"./sound/us/reach.mp3";"./sound/uk/reach.mp3";"достигать, связаться, доходить, охват, досягаемость, доступность"
"722";"read";"|riːd|";"|riːd|";"./sound/us/read.mp3";"./sound/uk/read.mp3";"читать, прочесть, считывать, чтение, чтиво, начитанный, образованный"
"723";"reading";"|ˈriːdɪŋ|";"|ˈriːdɪŋ|";"./sound/us/reading.mp3";"./sound/uk/reading.mp3";"чтение, считывание, понимание, знания, начитанность, толкование, лекция"
"724";"real";"|ˈriːəl|";"|rɪəl|";"./sound/us/real.mp3";"./sound/uk/real.mp3";"реальный, настоящий, действительность, действительно, очень"
"725";"really";"|ˈriːəlɪ|";"|ˈriːəlɪ|";"./sound/us/really.mp3";"./sound/uk/really.mp3";"действительно, на самом деле, уж, в самом деле, впрямь, разве"
"726";"reason";"|ˈriːzn|";"|ˈriːz(ə)n|";"./sound/us/reason.mp3";"./sound/uk/reason.mp3";"причина, основание, разум, повод, рассудок, рассуждать, размышлять, аргументировать"
